code,PORTEFEUILLE,TITRE,DESCRIPTION,CLASSE,Quantité_Actif,COURS,Valo_Titre_CV,POIDS,ACTIF_NET_NET
031US0231351067,031,US0231351067,AMAZON,ACT,1898,222.69,422665.62,0.118291893866088%,357307340.5
031US0378331005,031,US0378331005,APPLE INC,ACT,1942,275.91,535817.22,0.149959757123993%,357307340.5
031US30303M1027,031,US30303M1027,META PLATFORMS CLA,ACT,702,670.21,470487.42,0.131675833847024%,357307340.5
031US5949181045,031,US5949181045,MICROSOFT,ACT,823,393.67,323990.41,0.0906755538653704%,357307340.5
031US67066G1040,031,US67066G1040,NVIDIA ORD,ACT,2373,171.88,407871.24,0.114151374396407%,357307340.5
031XS2080771806,031,XS2080771806,EUROBOND DU 27/11/2019 11 ans (2031),OBL,280,1003.04,280851.2,0.0786021355192394%,357307340.5
0331001,033,1001,SONASID,ACT,26,1985,51610,0.240350504934311%,21472806.98
0331006,033,1006,SMI,ACT,21,5300,111300,0.518329998046674%,21472806.98
0331035,033,1035,CREDIT EQDOM,ACT,43,1380,59340,0.276349524565046%,21472806.98
0331036,033,1036,SOCIETE DE BOISSONS DU MAROC,ACT,30,2209,66270,0.308622901801914%,21472806.98
0331038,033,1038,CDM,ACT,172,1040,178880,0.833053639268544%,21472806.98
0331050,033,1050,CIMENTS DU MAROC,ACT,315,1737,547155,2.54812983002002%,21472806.98
0331080,033,1080,SAMIR ,ACT,184,0,0,0%,21472806.98
0331081,033,1081,BMCI,ACT,131,629,82399,0.383736509515255%,21472806.98
0331092,033,1092,WAFA ASSURANCE,ACT,114,4900,558600,2.60142980151727%,21472806.98
0331095,033,1095,AFRIQUIA GAZ ,ACT,35,4099,143465,0.668124107545068%,21472806.98
0331096,033,1096,AUTO-HALL ,ACT,676,90.21,60981.96,0.283996219296337%,21472806.98
0331105,033,1105,MANAGEM,ACT,195,7550,1472250,6.8563462679624%,21472806.98
0331145,033,1145,CIH,ACT,977,400,390800,1.81997630940377%,21472806.98
0331146,033,1146,RISMA,ACT,290,370,107300,0.499701786077341%,21472806.98
0331148,033,1148,ITISSALAT AL MAGHRIB,ACT,10023,106.85,1070957.55,4.98750606288922%,21472806.98
0331151,033,1151,ADDOHA,ACT,4940,29.9,147706,0.687874669285552%,21472806.98
0331167,033,1167,M2M,ACT,1,467.95,467.95,0.00217926794776227%,21472806.98
0331172,033,1172,SNEP,ACT,74,458,33892,0.157836840016153%,21472806.98
0331179,033,1179,CMT,ACT,1,2100,2100,0.0097798112838995%,21472806.98
0331180,033,1180,LABEL VIE,ACT,110,4280,470800,2.19254054879042%,21472806.98
0331181,033,1181,ALLIANCES,ACT,400,498,199200,0.927684956072753%,21472806.98
0331185,033,1185,DELTA HOLDING,ACT,848,68,57664,0.268544303749896%,21472806.98
0331188,033,1188,BCP,ACT,1878,270,507060,2.36140529029242%,21472806.98
0331203,033,1203,LESIEUR,ACT,1359,344.95,468787.05,2.1831661339695%,21472806.98
0331208,033,1208,JET CONTRACTORS,ACT,57,2600,148200,0.690175253463765%,21472806.98
0331210,033,1210,S2M,ACT,48,556,26688,0.124287430259386%,21472806.98
0331220,033,1220,TAQA MOROCCO ,ACT,10,1945,19450,0.0905796807008787%,21472806.98
0331224,033,1224,COSUMAR,ACT,1884,202.95,382357.8,1.7806605366319%,21472806.98
0331226,033,1226,TOTALENERGIES MARKETING MAROC,ACT,190,1598,303620,1.41397442953217%,21472806.98
0331231,033,1231,SODEP-MARSA MAROC,ACT,1535,901,1383035,6.44086728525141%,21472806.98
0331232,033,1232,LAFARGE-HOLCIM MAROC,ACT,211,1799,379589,1.76776608830673%,21472806.98
0331239,033,1239,MUTANDIS,ACT,685,244.85,167722.25,0.78109140624334%,21472806.98
0331243,033,1243,BANK OF AFRICA,ACT,2229,209,465861,2.16953936406129%,21472806.98
0331244,033,1244,ATW,ACT,2791,731,2040221,9.50141731307082%,21472806.98
0331246,033,1246,ARADEI CAPITAL,ACT,90,440,39600,0.184419298496391%,21472806.98
0331250,033,1250,SOTHEMA,ACT,29,1730,50170,0.233644348625351%,21472806.98
0331252,033,1252,TGCC,ACT,595,834.3,496408.5,2.31180069034458%,21472806.98
0331253,033,1253,DISTY TECHNOLOGIES,ACT,2,324,648,0.00301777033903185%,21472806.98
0331258,033,1258,AKDITAL,ACT,333,1119,372627,1.7353436853741%,21472806.98
0331261,033,1261,HPS (VN 10),ACT,193,520,100360,0.46738183831055%,21472806.98
0331271,033,1271,CMGP GROUP,ACT,312,376,117312,0.54632820063658%,21472806.98
0331275,033,1275,VICENNE,ACT,24,420,10080,0.0469430941627176%,21472806.98
0331278,033,1278,SGTM,ACT,298,835,248830,1.15881449608224%,21472806.98
033201552,033,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,13,101098.56,1314281.28,6.12067756779137%,21472806.98
033201808,033,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,32,119318.13,3818180.16,17.7814673393949%,21472806.98
033201840,033,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,30,103575.97,3107279.1,14.4707634306691%,21472806.98
033201862,033,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,3,106923.5,320770.5,1.49384521687718%,21472806.98
0335106,033,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,18,32551.56,585928.08,2.72869811825599%,21472806.98
03380129,033,80129,Droit d ' Attribution BOA 1/48  2025,ACT,24,4.35,104.4,0.000486196332399575%,21472806.98
0339411,033,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,2,104064.87,208129.74,0.969271228460509%,21472806.98
0451001,045,1001,SONASID,ACT,1672,1985,3318920,0.198227479671936%,1674298641.89
0451006,045,1006,SMI,ACT,839,5300,4446700,0.26558583330035%,1674298641.89
0451035,045,1035,CREDIT EQDOM,ACT,1714,1380,2365320,0.141272288038767%,1674298641.89
0451038,045,1038,CDM,ACT,9040,1040,9401600,0.56152467455789%,1674298641.89
0451050,045,1050,CIMENTS DU MAROC,ACT,12148,1737,21101076,1.26029344300133%,1674298641.89
0451080,045,1080,SAMIR ,ACT,6497,0,0,0%,1674298641.89
0451081,045,1081,BMCI,ACT,5786,629,3639394,0.217368270447364%,1674298641.89
0451092,045,1092,WAFA ASSURANCE,ACT,4583,4900,22456700,1.34126012159039%,1674298641.89
0451095,045,1095,AFRIQUIA GAZ ,ACT,1625,4099,6660875,0.39783075930116%,1674298641.89
0451105,045,1105,MANAGEM,ACT,4401,7550,33227550,1.98456530804395%,1674298641.89
0451145,045,1145,CIH,ACT,50933,400,20373200,1.21681995614606%,1674298641.89
0451146,045,1146,RISMA,ACT,5867,370,2170790,0.129653691742206%,1674298641.89
0451148,045,1148,ITISSALAT AL MAGHRIB,ACT,391638,106.85,41846520.3,2.49934624881272%,1674298641.89
0451151,045,1151,ADDOHA,ACT,163587,29.9,4891251.3,0.292137327094682%,1674298641.89
0451171,045,1171,ATLANTASANAD,ACT,11852,135,1600020,0.0955635965991018%,1674298641.89
0451172,045,1172,SNEP,ACT,3504,458,1604832,0.0958510005233246%,1674298641.89
0451179,045,1179,CMT,ACT,199,2100,417900,0.0249597048904168%,1674298641.89
0451180,045,1180,LABEL VIE,ACT,5006,4280,21425680,1.2796809042271%,1674298641.89
0451181,045,1181,ALLIANCES,ACT,12865,498,6406770,0.382653956690059%,1674298641.89
0451185,045,1185,DELTA HOLDING,ACT,33546,68,2281128,0.136243794441892%,1674298641.89
0451188,045,1188,BCP,ACT,70263,270,18971010,1.13307205329779%,1674298641.89
0451208,045,1208,JET CONTRACTORS,ACT,968,2600,2516800,0.150319658454656%,1674298641.89
0451220,045,1220,TAQA MOROCCO ,ACT,373,1945,725485,0.0433306807906772%,1674298641.89
0451224,045,1224,COSUMAR,ACT,89683,202.95,18201164.85,1.08709189595077%,1674298641.89
0451226,045,1226,TOTALENERGIES MARKETING MAROC,ACT,7608,1598,12157584,0.726129956497853%,1674298641.89
0451231,045,1231,SODEP-MARSA MAROC,ACT,57385,901,51703885,3.08809215431454%,1674298641.89
0451232,045,1232,LAFARGE-HOLCIM MAROC,ACT,8439,1799,15181761,0.906753467999135%,1674298641.89
0451239,045,1239,MUTANDIS,ACT,13898,244.85,3402925.3,0.203244822331019%,1674298641.89
0451243,045,1243,BANK OF AFRICA,ACT,90021,209,18814389,1.12371762893875%,1674298641.89
0451244,045,1244,ATW,ACT,115467,731,84406377,5.0412975850425%,1674298641.89
0451246,045,1246,ARADEI CAPITAL,ACT,13387,440,5890280,0.351805816037148%,1674298641.89
0451250,045,1250,SOTHEMA,ACT,5278,1730,9130940,0.54535909971788%,1674298641.89
0451252,045,1252,TGCC,ACT,24040,834.3,20056572,1.19790887349461%,1674298641.89
0451258,045,1258,AKDITAL,ACT,12714,1119,14226966,0.849726903196921%,1674298641.89
0451261,045,1261,HPS (VN 10),ACT,11215,520,5831800,0.348313010241523%,1674298641.89
0451262,045,1262,CFG BANK,ACT,9250,230,2127500,0.127068131501224%,1674298641.89
0451271,045,1271,CMGP GROUP,ACT,12548,376,4718048,0.28179249997325%,1674298641.89
0451275,045,1275,VICENNE,ACT,2062,420,866040,0.0517255391799391%,1674298641.89
0451276,045,1276,CASH PLUS,ACT,3454,290,1001660,0.0598256472853191%,1674298641.89
0451278,045,1278,SGTM,ACT,11693,835,9763655,0.58314895298359%,1674298641.89
045200802,045,200802,BDT 30 ans du 04/12/2006 4.5%,OBL,170,112748.26,19167204.2,1.1447900464378%,1674298641.89
045201328,045,201328,BDT DU 31/03/2014 à 5.85% 20 ans,OBL,60,124940.48,7496428.8,0.447735464417375%,1674298641.89
045201344,045,201344,BDT du 19/02/15 à 5.65% ATYP 04/08/14 20 ANS,OBL,400,125359.65,50143860,2.99491731913466%,1674298641.89
045201386,045,201386,BDT DU 04/02/2016 20 ANS à 4.40%,OBL,231,110718.55,25575985.05,1.52756410416298%,1674298641.89
045201524,045,201524,BDT du 02/04/18 ATYP 16/08/18 à 3.95% 20 ANS,OBL,150,108898.56,16334784,0.975619497699693%,1674298641.89
045201552,045,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,184,101098.56,18602135.04,1.11104044252233%,1674298641.89
045201631,045,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,1003,97969.4,98263308.2,5.8689236042787%,1674298641.89
045201792,045,201792,BDT du 16/01/2023 atp  a 4.20%  10 ans,OBL,1000,110402.31,110402310,6.59394371098423%,1674298641.89
045201793,045,201793,BDT du 17/08/2023 à 4.75%  20 ans ATYP 16/01/2023,OBL,451,118578.11,53478727.61,3.19409729375588%,1674298641.89
045201808,045,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,2160,119318.13,257727160.8,15.3931416028069%,1674298641.89
045201809,045,201809,BDT DU 20/03/2023 à 5.5 30 ans ,OBL,1337,131399.42,175681024.54,10.4928129393742%,1674298641.89
045201837,045,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,170,108473.11,18440428.7,1.1013822885972%,1674298641.89
045201854,045,201854,BDT du 15/02/2025  30ans à 4.90%  ATYP 04/06/2024,OBL,271,123692.92,33520781.32,2.00207898885713%,1674298641.89
045201862,045,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,100,106923.5,10692350,0.638616656102053%,1674298641.89
045201896,045,201896,BDT du 14/05/2025 à 2.90%   10 ANS ATYP 05/05/2025,OBL,200,100587.91,20117582,1.2015527873385%,1674298641.89
045201898,045,201898,BDT du 21/08/2025 à 3.40%  20 ANS ATYP 02/06/2025,OBL,100,99820.55,9982055,0.596193220866019%,1674298641.89
045201905,045,201905,BDT du 16/07/2025 à 3.05%  15 ans ATYP 16/06/2025 ,OBL,150,98573.02,14785953,0.883113240975287%,1674298641.89
0455107,045,5107,OBL MIFTAH A2 du 09/12/2019 DU 3.51% AMORT,OBL,60,100155,6009300,0.358914464221061%,1674298641.89
04580129,045,80129,Droit d ' Attribution BOA 1/48  2025,ACT,8,4.35,34.8,0.0000020784822450024%,1674298641.89
0459253,045,9253,OBL ADM du 10/06/2015 à 4.80% 20 ans,OBL,600,113406.13,68043678,4.06401082205921%,1674298641.89
0459394,045,9394,OBL ADM du 29/04/19 30ans à 4.33% AMORT avec DIF 15ans,OBL,403,109775.12,44239373.36,2.64226299019518%,1674298641.89
0459395,045,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B ,OBL,95,61843,5875085,0.350898271849998%,1674298641.89
0459411,045,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,263,104064.87,27369060.81,1.63465824586138%,1674298641.89
0459523,045,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,359,98933.12,35516990.08,2.12130555394271%,1674298641.89
0459534,045,9534,"OBL TMSA Participations du 15/03/2022 à 3,70%  15 ans",OBL,1000,99046,99046000,5.91567104708356%,1674298641.89
0459647,045,9647,OBL OCP ORD SUB Fixe  DU 16/12/2024  30 ANS ,OBL,286,107089.53,30627605.58,1.82927972428065%,1674298641.89
0459714,045,9714,"OBL ORD MARJANE  du  07/07/2025  Fixe 7 ans AMORT 3,10%",OBL,500,100549.97,50274985,3.00274895661673%,1674298641.89
0461001,046,1001,SONASID,ACT,11148,1985,22128780,1.45014730123161%,1525967740.05
0461035,046,1035,CREDIT EQDOM,ACT,8737,1380,12057060,0.790125484540383%,1525967740.05
0461036,046,1036,SOCIETE DE BOISSONS DU MAROC,ACT,3335,2209,7367015,0.482776588695028%,1525967740.05
0461038,046,1038,CDM,ACT,23828,1040,24781120,1.62396093636868%,1525967740.05
0461050,046,1050,CIMENTS DU MAROC,ACT,41235,1737,71625195,4.69375551790191%,1525967740.05
0461080,046,1080,SAMIR ,ACT,18869,0,0,0%,1525967740.05
0461081,046,1081,BMCI,ACT,16813,629,10575377,0.693027560310907%,1525967740.05
0461092,046,1092,WAFA ASSURANCE,ACT,12775,4900,62597500,4.1021509404877%,1525967740.05
0461095,046,1095,AFRIQUIA GAZ ,ACT,5169,4099,21187731,1.38847830422062%,1525967740.05
0461105,046,1105,MANAGEM,ACT,14294,7550,107919700,7.07221372821839%,1525967740.05
0461145,046,1145,CIH,ACT,118569,400,47427600,3.10803424969167%,1525967740.05
0461146,046,1146,RISMA,ACT,11767,370,4353790,0.285313371032165%,1525967740.05
0461148,046,1148,ITISSALAT AL MAGHRIB,ACT,1036145,106.85,110712093.25,7.25520535882183%,1525967740.05
0461151,046,1151,ADDOHA,ACT,834804,29.9,24960639.6,1.63572524797819%,1525967740.05
0461171,046,1171,ATLANTASANAD,ACT,29636,135,4000860,0.262185097036777%,1525967740.05
0461172,046,1172,SNEP,ACT,6986,458,3199588,0.209675992226098%,1525967740.05
0461180,046,1180,LABEL VIE,ACT,13829,4280,59188120,3.87872682013977%,1525967740.05
0461181,046,1181,ALLIANCES,ACT,47987,498,23897526,1.56605709103765%,1525967740.05
0461185,046,1185,DELTA HOLDING,ACT,66081,68,4493508,0.294469396833564%,1525967740.05
0461188,046,1188,BCP,ACT,220557,270,59550390,3.90246716474155%,1525967740.05
0461203,046,1203,LESIEUR,ACT,144289,344.95,49772490.55,3.26170005064256%,1525967740.05
0461208,046,1208,JET CONTRACTORS,ACT,7432,2600,19323200,1.26629151408973%,1525967740.05
0461220,046,1220,TAQA MOROCCO ,ACT,3260,1945,6340700,0.415519924411524%,1525967740.05
0461224,046,1224,COSUMAR,ACT,271932,202.95,55188599.4,3.61662949691136%,1525967740.05
0461226,046,1226,TOTALENERGIES MARKETING MAROC,ACT,18017,1598,28791166,1.88674801205539%,1525967740.05
0461231,046,1231,SODEP-MARSA MAROC,ACT,149853,901,135017553,8.84799523976673%,1525967740.05
0461232,046,1232,LAFARGE-HOLCIM MAROC,ACT,37584,1799,67613616,4.43086798137584%,1525967740.05
0461239,046,1239,MUTANDIS,ACT,42919,244.85,10508717.15,0.688659194699337%,1525967740.05
0461243,046,1243,BANK OF AFRICA,ACT,330088,209,68988392,4.52096005632069%,1525967740.05
0461244,046,1244,ATW,ACT,385604,731,281876524,18.4719844726707%,1525967740.05
0461246,046,1246,ARADEI CAPITAL,ACT,29910,440,13160400,0.862429765361146%,1525967740.05
0461250,046,1250,SOTHEMA,ACT,6160,1730,10656800,0.69836338739709%,1525967740.05
0461252,046,1252,TGCC,ACT,94165,834.3,78561859.5,5.14833029808519%,1525967740.05
0461258,046,1258,AKDITAL,ACT,55550,1119,62160450,4.07351009910362%,1525967740.05
0461261,046,1261,HPS (VN 10),ACT,47636,520,24770720,1.62327940164635%,1525967740.05
0461262,046,1262,CFG BANK,ACT,35474,230,8159020,0.534678406748799%,1525967740.05
0461271,046,1271,CMGP GROUP,ACT,48506,376,18238256,1.19519276334128%,1525967740.05
0461275,046,1275,VICENNE,ACT,14897,420,6256740,0.410017842172403%,1525967740.05
0461276,046,1276,CASH PLUS,ACT,3454,290,1001660,0.0656409682662872%,1525967740.05
0461278,046,1278,SGTM,ACT,42643,835,35606905,2.33339828002087%,1525967740.05
0466066,046,6066,OPCI CIMR  IMMO PRENIUM SPI-RFA,DIV,1,95.08,95.08,0.00000623080013453526%,1525967740.05
04680129,046,80129,Droit d ' Attribution BOA 1/48  2025,ACT,24,4.35,104.4,0.00000684156009723896%,1525967740.05
0481035,048,1035,CREDIT EQDOM,ACT,463,1380,638940,0.306233566244114%,208644665.52
0481038,048,1038,CDM,ACT,2614,1040,2718560,1.30296166126491%,208644665.52
0481050,048,1050,CIMENTS DU MAROC,ACT,2739,1737,4757643,2.28026103046663%,208644665.52
0481081,048,1081,BMCI,ACT,4357,629,2740553,1.31350254902026%,208644665.52
0481092,048,1092,WAFA ASSURANCE,ACT,1303,4900,6384700,3.06008302876451%,208644665.52
0481105,048,1105,MANAGEM,ACT,738,7550,5571900,2.67052118783545%,208644665.52
0481145,048,1145,CIH,ACT,9850,400,3940000,1.88837801828311%,208644665.52
0481148,048,1148,ITISSALAT AL MAGHRIB,ACT,72093,106.85,7703137.05,3.69198849671122%,208644665.52
0481180,048,1180,LABEL VIE,ACT,1145,4280,4900600,2.34877799908584%,208644665.52
0481185,048,1185,DELTA HOLDING,ACT,6752,68,459136,0.220056428883867%,208644665.52
0481188,048,1188,BCP,ACT,8596,270,2320920,1.11237926654661%,208644665.52
0481226,048,1226,TOTALENERGIES MARKETING MAROC,ACT,3378,1598,5398044,2.58719483028554%,208644665.52
0481231,048,1231,SODEP-MARSA MAROC,ACT,20000,901,18020000,8.63669337295981%,208644665.52
0481243,048,1243,BANK OF AFRICA,ACT,3376,209,705584,0.338174953211236%,208644665.52
0481244,048,1244,ATW,ACT,20785,731,15193835,7.28215838259405%,208644665.52
0481246,048,1246,ARADEI CAPITAL,ACT,1984,440,872960,0.418395551989955%,208644665.52
0481252,048,1252,TGCC,ACT,9327,834.3,7781516.1,3.72955430257769%,208644665.52
0481258,048,1258,AKDITAL,ACT,4045,1119,4526355,2.1694084479558%,208644665.52
0481261,048,1261,HPS (VN 10),ACT,3890,520,2022800,0.969495191721593%,208644665.52
0481271,048,1271,CMGP GROUP,ACT,4211,376,1583336,0.758867232983834%,208644665.52
0481275,048,1275,VICENNE,ACT,872,420,366240,0.175532884623352%,208644665.52
0481276,048,1276,CASH PLUS,ACT,968,290,280720,0.134544537383867%,208644665.52
0481278,048,1278,SGTM,ACT,2957,835,2469095,1.18339713783064%,208644665.52
048152398,048,152398,CD CIH du 25/06/2021 à 2.61%  7ans,TCN,32,100476.74,3215255.68,1.54101983484059%,208644665.52
048201553,048,201553,BDT DU 14/02/2020 30ANS 4%,OBL,10,107456.42,1074564.2,0.515021171196441%,208644665.52
048201554,048,201554,BDT du 16/07/2020 à 3% ATYP 20/01/2020 15 ans,OBL,31,100787.01,3124397.31,1.49747289354997%,208644665.52
048201631,048,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,40,97969.4,3918776,1.87820569973995%,208644665.52
048201651,048,201651,BDT du 20/04/2021 ATYP 16/06/2021 à 2.30% 10 ans,OBL,200,98472.67,19694534,9.439270326378%,208644665.52
048201808,048,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,264,119318.13,31499986.32,15.0974319144433%,208644665.52
048201837,048,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,63,108473.11,6833805.93,3.27533220797583%,208644665.52
048201862,048,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,109,106923.5,11654661.5,5.58588999673362%,208644665.52
0485106,048,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,55,32551.56,1790335.8,0.858078875651093%,208644665.52
0485116,048,5116,OBLIGATION A1 MIFTTAH 11/06/2021 12 ANS AMORT,OBL,86,55969.61,4813386.46,2.30697796562578%,208644665.52
04880129,048,80129,Droit d ' Attribution BOA 1/48  2025,ACT,44,4.35,191.4,0.0000917349118526364%,208644665.52
0489395,048,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B ,OBL,94,61843,5813242,2.78619248927922%,208644665.52
0489411,048,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,32,104064.87,3330075.84,1.59605127296235%,208644665.52
0489425,048,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,27,100108.67,2702934.09,1.29547241635128%,208644665.52
0489431,048,9431,OBL SUB ATW du 31/12/2019 à 2.97% 7 ANS Amrt 5ans,OBL,51,20070.15,1023577.65,0.490584145752762%,208644665.52
0489523,048,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,38,98933.12,3759458.56,1.80184743790616%,208644665.52
0489644,048,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS ,OBL,26,102621.92,2668169.92,1.27881051420614%,208644665.52
048XS1061043367,048,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,1688,1020.49,1722587.12,0.825608033498886%,208644665.52
048XS2810168810,048,XS2810168810,OBL OCP INTERNATIONAL 7.50% 30ANS,OBL,214,1020.8,218451.2,0.104700112727809%,208644665.52
0491001,049,1001,SONASID,ACT,11478,1985,22783830,1.44059664730484%,1581555117.64
0491035,049,1035,CREDIT EQDOM,ACT,8885,1380,12261300,0.775268586168299%,1581555117.64
0491038,049,1038,CDM,ACT,23442,1040,24379680,1.54150049707907%,1581555117.64
0491050,049,1050,CIMENTS DU MAROC,ACT,44227,1737,76822299,4.85738992863141%,1581555117.64
0491080,049,1080,SAMIR ,ACT,12950,0,0,0%,1581555117.64
0491081,049,1081,BMCI,ACT,17340,629,10906860,0.689628826611825%,1581555117.64
0491092,049,1092,WAFA ASSURANCE,ACT,15023,4900,73612700,4.65445049489297%,1581555117.64
0491095,049,1095,AFRIQUIA GAZ ,ACT,5631,4099,23081469,1.45941603568279%,1581555117.64
0491105,049,1105,MANAGEM,ACT,15077,7550,113831350,7.19743173857003%,1581555117.64
0491145,049,1145,CIH,ACT,123678,400,49471200,3.128009858665%,1581555117.64
0491146,049,1146,RISMA,ACT,14475,370,5355750,0.338638213759623%,1581555117.64
0491148,049,1148,ITISSALAT AL MAGHRIB,ACT,1054295,106.85,112651420.75,7.12282610283597%,1581555117.64
0491151,049,1151,ADDOHA,ACT,984492,29.9,29436310.8,1.86122573103395%,1581555117.64
0491171,049,1171,ATLANTASANAD,ACT,14527,135,1961145,0.124001053022194%,1581555117.64
0491172,049,1172,SNEP,ACT,10451,458,4786558,0.302648826247833%,1581555117.64
0491179,049,1179,CMT,ACT,5551,2100,11657100,0.737065681112319%,1581555117.64
0491180,049,1180,LABEL VIE,ACT,14296,4280,61186880,3.86877948909572%,1581555117.64
0491181,049,1181,ALLIANCES,ACT,45426,498,22622148,1.43037367131136%,1581555117.64
0491185,049,1185,DELTA HOLDING,ACT,67509,68,4590612,0.290259375016289%,1581555117.64
0491188,049,1188,BCP,ACT,229141,270,61868070,3.91185038763111%,1581555117.64
0491208,049,1208,JET CONTRACTORS,ACT,8098,2600,21054800,1.33127197181835%,1581555117.64
0491220,049,1220,TAQA MOROCCO ,ACT,3317,1945,6451565,0.407925397480111%,1581555117.64
