code_position,code_fonds,code_titre,description_titre,classe_titre,quantite_actif,cours,valo_titre_cv,actif_net,poids
0181145,018,1145,CIH,ACT,21046,400.000000,8418400.000000,475693721.140000,0.0176971014
0181146,018,1146,RISMA,ACT,3928,370.000000,1453360.000000,475693721.140000,0.0030552432
0181148,018,1148,ITISSALAT AL MAGHRIB,ACT,214853,106.850000,22957043.050000,475693721.140000,0.0482601347
0181151,018,1151,ADDOHA,ACT,181824,29.900000,5436537.600000,475693721.140000,0.0114286512
0181171,018,1171,ATLANTASANAD,ACT,7061,135.000000,953235.000000,475693721.140000,0.0020038839
0181172,018,1172,SNEP,ACT,790,458.000000,361820.000000,475693721.140000,0.0007606155
0181179,018,1179,CMT,ACT,547,2100.000000,1148700.000000,475693721.140000,0.0024147891
0181180,018,1180,LABEL VIE,ACT,3339,4280.000000,14290920.000000,475693721.140000,0.0300422717
0181181,018,1181,ALLIANCES,ACT,10588,498.000000,5272824.000000,475693721.140000,0.0110844936
0181185,018,1185,DELTA HOLDING,ACT,25121,68.000000,1708228.000000,475693721.140000,0.0035910249
0181188,018,1188,BCP,ACT,57649,270.000000,15565230.000000,475693721.140000,0.0327211172
0181208,018,1208,JET CONTRACTORS,ACT,604,2600.000000,1570400.000000,475693721.140000,0.0033012839
0181220,018,1220,TAQA MOROCCO,ACT,814,1945.000000,1583230.000000,475693721.140000,0.0033282550
0181224,018,1224,COSUMAR,ACT,53207,202.950000,10798360.650000,475693721.140000,0.0227002379
0181226,018,1226,TOTALENERGIES MARKETING MAROC,ACT,6060,1598.000000,9683880.000000,475693721.140000,0.0203573845
0181231,018,1231,SODEP-MARSA MAROC,ACT,33170,901.000000,29886170.000000,475693721.140000,0.0628264967
0181232,018,1232,LAFARGE-HOLCIM MAROC,ACT,9794,1799.000000,17619406.000000,475693721.140000,0.0370393916
0181239,018,1239,MUTANDIS,ACT,13293,244.850000,3254791.050000,475693721.140000,0.0068421989
0181243,018,1243,BANK OF AFRICA,ACT,80994,209.000000,16927746.000000,475693721.140000,0.0355853888
0181244,018,1244,ATW,ACT,80739,731.000000,59020209.000000,475693721.140000,0.1240718689
0181246,018,1246,ARADEI CAPITAL,ACT,9916,440.000000,4363040.000000,475693721.140000,0.0091719520
0181250,018,1250,SOTHEMA,ACT,625,1730.000000,1081250.000000,475693721.140000,0.0022729962
0181252,018,1252,TGCC,ACT,19467,834.300000,16241318.100000,475693721.140000,0.0341423849
0181258,018,1258,AKDITAL,ACT,15159,1119.000000,16962921.000000,475693721.140000,0.0356593334
0181261,018,1261,HPS (VN 10),ACT,10460,520.000000,5439200.000000,475693721.140000,0.0114342480
0181262,018,1262,CFG BANK,ACT,8152,230.000000,1874960.000000,475693721.140000,0.0039415277
0181271,018,1271,CMGP GROUP,ACT,10449,376.000000,3928824.000000,475693721.140000,0.0082591462
0181275,018,1275,VICENNE,ACT,1461,420.000000,613620.000000,475693721.140000,0.0012899477
0181276,018,1276,CASH PLUS,ACT,1758,290.000000,509820.000000,475693721.140000,0.0010717400
0181278,018,1278,SGTM,ACT,8552,835.000000,7140920.000000,475693721.140000,0.0150115919
018201792,018,201792,BDT du 16/01/2023 atp  a 4.20%  10 ans,OBL,1,110402.310000,110402.310000,475693721.140000,0.0002320870
018201808,018,201808,BDT DU 20/03/2023 à 4.90% 15 ans,OBL,53,119318.130000,6323860.890000,475693721.140000,0.0132939760
018201837,018,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,1,108473.110000,108473.110000,475693721.140000,0.0002280314
018201840,018,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,44,103575.970000,4557342.680000,475693721.140000,0.0095804138
0185107,018,5107,OBL MIFTAH A2 du 09/12/2019 DU 3.51% AMORT,OBL,110,100155.000000,11017050.000000,475693721.140000,0.0231599651
0185122,018,5122,OBLIGATION FT HYPOTHECA du  06/08/2021  12 ANS AMORT,OBL,84,43611.790000,3663390.360000,475693721.140000,0.0077011535
01880129,018,80129,Droit d ' Attribution BOA 1/48  2025,ACT,6,4.350000,26.100000,475693721.140000,0.0000000549
022001,022,001,ATTIJARI PATRIMOINE VALEURS,OPC,121534,117.670000,14300905.780000,1015973029.510000,0.0140760683
022015,022,015,PROFIL HARMONIE,OPC,13390,615.220000,8237795.800000,1015973029.510000,0.0081082820
022070,022,070,FCP ATTIJARI FIXED INCOME DISTRIBUTION,OPC,365000,108.490000,39598850.000000,1015973029.510000,0.0389762807
0221001,022,1001,SONASID,ACT,3380,1985.000000,6709300.000000,1015973029.510000,0.0066038170
022100844,022,100844,BSF WAFASALAF du 21/05/2021 4 ans 2.41%,TCN,60,101617.440000,6097046.400000,1015973029.510000,0.0060011892
022100964,022,100964,BSF WAFASALAF du 01/11/2024 à 3.43% 5ANS,TCN,291,101405.280000,29508936.480000,1015973029.510000,0.0290449998
0221038,022,1038,CDM,ACT,11536,1040.000000,11997440.000000,1015973029.510000,0.0118088174
0221050,022,1050,CIMENTS DU MAROC,ACT,14810,1737.000000,25724970.000000,1015973029.510000,0.0253205245
0221081,022,1081,BMCI,ACT,1457,629.000000,916453.000000,1015973029.510000,0.0009020446
0221092,022,1092,WAFA ASSURANCE,ACT,1996,4900.000000,9780400.000000,1015973029.510000,0.0096266335
0221095,022,1095,AFRIQUIA GAZ,ACT,2038,4099.000000,8353762.000000,1015973029.510000,0.0082224250
0221105,022,1105,MANAGEM,ACT,12531,7550.000000,94609050.000000,1015973029.510000,0.0931216157
022112,022,112,ATTIJARI OBLIGATIONS,OPC,110500,313.500000,34641750.000000,1015973029.510000,0.0340971158
0221145,022,1145,CIH,ACT,45501,400.000000,18200400.000000,1015973029.510000,0.0179142551
0221148,022,1148,ITISSALAT AL MAGHRIB,ACT,168860,106.850000,18042691.000000,1015973029.510000,0.0177590256
0221151,022,1151,ADDOHA,ACT,221226,29.900000,6614657.400000,1015973029.510000,0.0065106624
0221180,022,1180,LABEL VIE,ACT,2366,4280.000000,10126480.000000,1015973029.510000,0.0099672725
0221188,022,1188,BCP,ACT,48165,270.000000,13004550.000000,1015973029.510000,0.0128000937
0221226,022,1226,TOTALENERGIES MARKETING MAROC,ACT,8505,1598.000000,13590990.000000,1015973029.510000,0.0133773138
0221231,022,1231,SODEP-MARSA MAROC,ACT,88181,901.000000,79451081.000000,1015973029.510000,0.0782019588
0221232,022,1232,LAFARGE-HOLCIM MAROC,ACT,7370,1799.000000,13258630.000000,1015973029.510000,0.0130501791
0221244,022,1244,ATW,ACT,109295,731.000000,79894645.000000,1015973029.510000,0.0786385491
0221246,022,1246,ARADEI CAPITAL,ACT,2660,440.000000,1170400.000000,1015973029.510000,0.0011519991
0221252,022,1252,TGCC,ACT,20035,834.300000,16715200.500000,1015973029.510000,0.0164524057
0221258,022,1258,AKDITAL,ACT,27303,1119.000000,30552057.000000,1015973029.510000,0.0300717205
0221271,022,1271,CMGP GROUP,ACT,21486,376.000000,8078736.000000,1015973029.510000,0.0079517229
0221275,022,1275,VICENNE,ACT,2062,420.000000,866040.000000,1015973029.510000,0.0008524242
0221276,022,1276,CASH PLUS,ACT,3454,290.000000,1001660.000000,1015973029.510000,0.0009859120
0221278,022,1278,SGTM,ACT,14029,835.000000,11714215.000000,1015973029.510000,0.0115300452
022201379,022,201379,BDT DU 05/08/2015 15 ANS à 4%,OBL,120,106747.260000,12809671.200000,1015973029.510000,0.0126082788
022201516,022,201516,BDT du 15/01/2018 ATYP jouiss 18/07/2018 à 3.70% 15 ans,OBL,409,106557.020000,43581821.180000,1015973029.510000,0.0428966320
022201651,022,201651,BDT du 20/04/2021 ATYP 16/06/2021 à 2.30% 10 ans,OBL,150,98472.670000,14770900.500000,1015973029.510000,0.0145386738
022201808,022,201808,BDT DU 20/03/2023 à 4.90% 15 ans,OBL,144,119318.130000,17181810.720000,1015973029.510000,0.0169116800
022201822,022,201822,BDT du 27/06/2023 ATYP 14/03/2024 à 4.75 % 15 ans,OBL,500,119665.250000,59832625.000000,1015973029.510000,0.0588919423
022201837,022,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,780,108473.110000,84609025.800000,1015973029.510000,0.0832788109
022201862,022,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,460,106923.500000,49184810.000000,1015973029.510000,0.0484115312
0225061,022,5061,OBLIGATION FT MIFTAH A2 du 15/11/2017 à 4.03%,OBL,646,77495.180000,50061886.280000,1015973029.510000,0.0492748182
0225106,022,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,300,32551.560000,9765468.000000,1015973029.510000,0.0096119363
0225116,022,5116,OBLIGATION A1 MIFTTAH 11/06/2021 12 ANS AMORT,OBL,443,55969.610000,24794537.230000,1015973029.510000,0.0244047199
0229346,022,9346,OBL ANP DU 31/10/2017 10ANS 3.83%,OBL,7,20384.320000,142690.240000,1015973029.510000,0.0001404469
0229395,022,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B,OBL,64,61843.000000,3957952.000000,1015973029.510000,0.0038957255
0229402,022,9402,OBL FEC du 12/07/2019 à 3.49% 15 ans Amrt Annuel,OBL,28,61400.820000,1719222.960000,1015973029.510000,0.0016921935
0229425,022,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,152,100108.670000,15216517.840000,1015973029.510000,0.0149772852
0229428,022,9428,OBL ATW SUB PERP 27/12/2019 à 5.23% REVIS 10ans,OBL,170,100338.810000,17057597.700000,1015973029.510000,0.0167894198
0229523,022,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,10,98933.120000,989331.200000,1015973029.510000,0.0009737770
0229644,022,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS,OBL,38,102621.920000,3899632.960000,1015973029.510000,0.0038383233
022XS1061043367,022,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,2412,1020.490000,2461421.880000,1015973029.510000,0.0024227236
022XS2080771806,022,XS2080771806,EUROBOND DU 27/11/2019 11 ans (2031),OBL,1000,1003.040000,1003040.000000,1015973029.510000,0.0009872703
022XS2239829216,022,XS2239829216,EUROBOND DU 30/09/2020 10 ans (2030),OBL,1870,1017.320000,1902388.400000,1015973029.510000,0.0018724792
022XS2270576965,022,XS2270576965,EUROBOND DU 15/12/2020 SEM (2032),OBL,699,1004.620000,702229.380000,1015973029.510000,0.0006911890
022XS2810168737,022,XS2810168737,OBL OCP INTERNATIONAL 6.75% 10 ANS,OBL,1784,1018.720000,1817396.480000,1015973029.510000,0.0017888235
022XS2810168810,022,XS2810168810,OBL OCP INTERNATIONAL 7.50% 30ANS,OBL,321,1020.800000,327676.800000,1015973029.510000,0.0003225251
022XS3041322051,022,XS3041322051,KINGDOM OF MOROCCO 4 3/4 04/02/35 au 26/03/2025 à 99.276,OBL,604,1041.640000,629150.560000,1015973029.510000,0.0006192591
0251001,025,1001,SONASID,ACT,5237,1985.000000,10395445.000000,955114048.750000,0.0108839829
0251006,025,1006,SMI,ACT,646,5300.000000,3423800.000000,955114048.750000,0.0035847028
0251035,025,1035,CREDIT EQDOM,ACT,4681,1380.000000,6459780.000000,955114048.750000,0.0067633598
0251036,025,1036,SOCIETE DE BOISSONS DU MAROC,ACT,1764,2209.000000,3896676.000000,955114048.750000,0.0040798018
0251038,025,1038,CDM,ACT,13849,1040.000000,14402960.000000,955114048.750000,0.0150798326
0251050,025,1050,CIMENTS DU MAROC,ACT,26423,1737.000000,45896751.000000,955114048.750000,0.0480536864
0251080,025,1080,SAMIR,ACT,10446,0.000000,0.000000,955114048.750000,0.0000000000
0251081,025,1081,BMCI,ACT,15757,629.000000,9911153.000000,955114048.750000,0.0103769314
0251092,025,1092,WAFA ASSURANCE,ACT,10776,4900.000000,52802400.000000,955114048.750000,0.0552838691
0251095,025,1095,AFRIQUIA GAZ,ACT,3120,4099.000000,12788880.000000,955114048.750000,0.0133898983
0251096,025,1096,AUTO-HALL,ACT,19461,90.210000,1755576.810000,955114048.750000,0.0018380808
0251105,025,1105,MANAGEM,ACT,8956,7550.000000,67617800.000000,955114048.750000,0.0707955245
0251145,025,1145,CIH,ACT,73986,400.000000,29594400.000000,955114048.750000,0.0309852002
0251146,025,1146,RISMA,ACT,10575,370.000000,3912750.000000,955114048.750000,0.0040966312
0251148,025,1148,ITISSALAT AL MAGHRIB,ACT,602299,106.850000,64355648.150000,955114048.750000,0.0673800665
0251151,025,1151,ADDOHA,ACT,502156,29.900000,15014464.400000,955114048.750000,0.0157200749
0251171,025,1171,ATLANTASANAD,ACT,12530,135.000000,1691550.000000,955114048.750000,0.0017710450
0251172,025,1172,SNEP,ACT,4639,458.000000,2124662.000000,955114048.750000,0.0022245113
0251179,025,1179,CMT,ACT,4342,2100.000000,9118200.000000,955114048.750000,0.0095467133
0251180,025,1180,LABEL VIE,ACT,9045,4280.000000,38712600.000000,955114048.750000,0.0405319135
0251181,025,1181,ALLIANCES,ACT,28011,498.000000,13949478.000000,955114048.750000,0.0146050391
0251185,025,1185,DELTA HOLDING,ACT,66833,68.000000,4544644.000000,955114048.750000,0.0047582213
0251188,025,1188,BCP,ACT,162217,270.000000,43798590.000000,955114048.750000,0.0458569215
0251193,025,1193,COLORADO,ACT,977,85.000000,83045.000000,955114048.750000,0.0000869477
0251203,025,1203,LESIEUR,ACT,243960,344.950000,84154002.000000,955114048.750000,0.0881088516
0251208,025,1208,JET CONTRACTORS,ACT,2405,2600.000000,6253000.000000,955114048.750000,0.0065468621
0251210,025,1210,S2M,ACT,59,556.000000,32804.000000,955114048.750000,0.0000343456
0251220,025,1220,TAQA MOROCCO,ACT,2187,1945.000000,4253715.000000,955114048.750000,0.0044536200
0251224,025,1224,COSUMAR,ACT,167155,202.950000,33924107.250000,955114048.750000,0.0355183837
0251226,025,1226,TOTALENERGIES MARKETING MAROC,ACT,10908,1598.000000,17430984.000000,955114048.750000,0.0182501598
0251231,025,1231,SODEP-MARSA MAROC,ACT,94028,901.000000,84719228.000000,955114048.750000,0.0887006406
0251232,025,1232,LAFARGE-HOLCIM MAROC,ACT,16666,1799.000000,29982134.000000,955114048.750000,0.0313911559
0251238,025,1238,IMMORENT INVEST,ACT,6160,91.500000,563640.000000,955114048.750000,0.0005901285
0251239,025,1239,MUTANDIS,ACT,27130,244.850000,6642780.500000,955114048.750000,0.0069549605
0251243,025,1243,BANK OF AFRICA,ACT,203630,209.000000,42558670.000000,955114048.750000,0.0445587310
0251244,025,1244,ATW,ACT,170215,731.000000,124427165.000000,955114048.750000,0.1302746674
0251246,025,1246,ARADEI CAPITAL,ACT,16159,440.000000,7109960.000000,955114048.750000,0.0074440953
0251250,025,1250,SOTHEMA,ACT,2256,1730.000000,3902880.000000,955114048.750000,0.0040862973
0251252,025,1252,TGCC,ACT,57758,834.300000,48187499.400000,955114048.750000,0.0504520894
0251258,025,1258,AKDITAL,ACT,29877,1119.000000,33432363.000000,955114048.750000,0.0350035297
0251261,025,1261,HPS (VN 10),ACT,27986,520.000000,14552720.000000,955114048.750000,0.0152366307
0251262,025,1262,CFG BANK,ACT,28825,230.000000,6629750.000000,955114048.750000,0.0069413176
0251271,025,1271,CMGP GROUP,ACT,27056,376.000000,10173056.000000,955114048.750000,0.0106511427
0251275,025,1275,VICENNE,ACT,2062,420.000000,866040.000000,955114048.750000,0.0009067399
0251276,025,1276,CASH PLUS,ACT,3454,290.000000,1001660.000000,955114048.750000,0.0010487334
0251278,025,1278,SGTM,ACT,26718,835.000000,22309530.000000,955114048.750000,0.0233579749
02580129,025,80129,Droit d ' Attribution BOA 1/48  2025,ACT,35,4.350000,152.250000,955114048.750000,0.0000001594
026008,026,008,ATTIJARI AL MOUCHARAKA,OPC,10000,1315.440000,13154400.000000,168225281.460000,0.0781951434
0261001,026,1001,SONASID,ACT,1615,1985.000000,3205775.000000,168225281.460000,0.0190564401
0261006,026,1006,SMI,ACT,240,5300.000000,1272000.000000,168225281.460000,0.0075612892
0261041,026,1041,OULMES,ACT,26,1235.000000,32110.000000,168225281.460000,0.0001908750
0261050,026,1050,CIMENTS DU MAROC,ACT,5498,1737.000000,9550026.000000,168225281.460000,0.0567692675
0261080,026,1080,SAMIR,ACT,33,0.000000,0.000000,168225281.460000,0.0000000000
0261095,026,1095,AFRIQUIA GAZ,ACT,834,4099.000000,3418566.000000,168225281.460000,0.0203213570
0261096,026,1096,AUTO-HALL,ACT,21373,90.210000,1928058.330000,168225281.460000,0.0114611687
0261105,026,1105,MANAGEM,ACT,1676,7550.000000,12653800.000000,168225281.460000,0.0752193718
0261142,026,1142,DARI,ACT,83,4300.000000,356900.000000,168225281.460000,0.0021215598
0261148,026,1148,ITISSALAT AL MAGHRIB,ACT,113416,106.850000,12118499.600000,168225281.460000,0.0720373269
0261151,026,1151,ADDOHA,ACT,123994,29.900000,3707420.600000,168225281.460000,0.0220384271
0261163,026,1163,DISWAY,ACT,1300,880.000000,1144000.000000,168225281.460000,0.0068004047
0261172,026,1172,SNEP,ACT,1917,458.000000,877986.000000,168225281.460000,0.0052191085
0261179,026,1179,CMT,ACT,1245,2100.000000,2614500.000000,168225281.460000,0.0155416592
0261181,026,1181,ALLIANCES,ACT,7973,498.000000,3970554.000000,168225281.460000,0.0236025998
0261185,026,1185,DELTA HOLDING,ACT,20854,68.000000,1418072.000000,168225281.460000,0.0084296010
0261193,026,1193,COLORADO,ACT,2643,85.000000,224655.000000,168225281.460000,0.0013354414
0261203,026,1203,LESIEUR,ACT,1,344.950000,344.950000,168225281.460000,0.0000020505
0261208,026,1208,JET CONTRACTORS,ACT,939,2600.000000,2441400.000000,168225281.460000,0.0145126819
0261210,026,1210,S2M,ACT,117,556.000000,65052.000000,168225281.460000,0.0003866957
0261220,026,1220,TAQA MOROCCO,ACT,971,1945.000000,1888595.000000,168225281.460000,0.0112265825
0261224,026,1224,COSUMAR,ACT,40645,202.950000,8248902.750000,168225281.460000,0.0490348578
0261226,026,1226,TOTALENERGIES MARKETING MAROC,ACT,2343,1598.000000,3744114.000000,168225281.460000,0.0222565477
0261231,026,1231,SODEP-MARSA MAROC,ACT,15823,901.000000,14256523.000000,168225281.460000,0.0847466140
0261232,026,1232,LAFARGE-HOLCIM MAROC,ACT,5559,1799.000000,10000641.000000,168225281.460000,0.0594479077
0261238,026,1238,IMMORENT INVEST,ACT,14047,91.500000,1285300.500000,168225281.460000,0.0076403528
0261239,026,1239,MUTANDIS,ACT,10749,244.850000,2631892.650000,168225281.460000,0.0156450483
0261246,026,1246,ARADEI CAPITAL,ACT,8345,440.000000,3671800.000000,168225281.460000,0.0218266836
0261250,026,1250,SOTHEMA,ACT,1175,1730.000000,2032750.000000,168225281.460000,0.0120834989
0261252,026,1252,TGCC,ACT,10201,834.300000,8510694.300000,168225281.460000,0.0505910540
0261253,026,1253,DISTY TECHNOLOGIES,ACT,4,324.000000,1296.000000,168225281.460000,0.0000077040
0261258,026,1258,AKDITAL,ACT,5831,1119.000000,6524889.000000,168225281.460000,0.0387866137
0261261,026,1261,HPS (VN 10),ACT,7468,520.000000,3883360.000000,168225281.460000,0.0230842830
0261271,026,1271,CMGP GROUP,ACT,10839,376.000000,4075464.000000,168225281.460000,0.0242262279
0261275,026,1275,VICENNE,ACT,2501,420.000000,1050420.000000,168225281.460000,0.0062441269
0261276,026,1276,CASH PLUS,ACT,1288,290.000000,373520.000000,168225281.460000,0.0022203559
0261278,026,1278,SGTM,ACT,5298,835.000000,4423830.000000,168225281.460000,0.0262970581
0271001,027,1001,SONASID,ACT,5,1985.000000,9925.000000,161476524.410000,0.0000614640
027101013,027,101013,BSF WAFASALAF du 10/10/2025 à 2.98%  5 ans,TCN,100,99289.060000,9928906.000000,161476524.410000,0.0614882320
0271035,027,1035,CREDIT EQDOM,ACT,664,1380.000000,916320.000000,161476524.410000,0.0056746329
0271038,027,1038,CDM,ACT,1901,1040.000000,1977040.000000,161476524.410000,0.0122435135
0271050,027,1050,CIMENTS DU MAROC,ACT,2429,1737.000000,4219173.000000,161476524.410000,0.0261287083
0271081,027,1081,BMCI,ACT,3533,629.000000,2222257.000000,161476524.410000,0.0137621057
0271092,027,1092,WAFA ASSURANCE,ACT,1157,4900.000000,5669300.000000,161476524.410000,0.0351091282
0271105,027,1105,MANAGEM,ACT,1087,7550.000000,8206850.000000,161476524.410000,0.0508237964
0271145,027,1145,CIH,ACT,9052,400.000000,3620800.000000,161476524.410000,0.0224230737
0271148,027,1148,ITISSALAT AL MAGHRIB,ACT,42745,106.850000,4567303.250000,161476524.410000,0.0282846269
0271179,027,1179,CMT,ACT,20,2100.000000,42000.000000,161476524.410000,0.0002600997
0271180,027,1180,LABEL VIE,ACT,1129,4280.000000,4832120.000000,161476524.410000,0.0299245975
0271185,027,1185,DELTA HOLDING,ACT,57,68.000000,3876.000000,161476524.410000,0.0000240035
0271188,027,1188,BCP,ACT,8082,270.000000,2182140.000000,161476524.410000,0.0135136671
0271224,027,1224,COSUMAR,ACT,4706,202.950000,955082.700000,161476524.410000,0.0059146845
0271226,027,1226,TOTALENERGIES MARKETING MAROC,ACT,2338,1598.000000,3736124.000000,161476524.410000,0.0231372580
0271231,027,1231,SODEP-MARSA MAROC,ACT,11753,901.000000,10589453.000000,161476524.410000,0.0655789009
0271243,027,1243,BANK OF AFRICA,ACT,7463,209.000000,1559767.000000,161476524.410000,0.0096594041
0271244,027,1244,ATW,ACT,20669,731.000000,15109039.000000,161476524.410000,0.0935680221
0271246,027,1246,ARADEI CAPITAL,ACT,1706,440.000000,750640.000000,161476524.410000,0.0046486014
0271252,027,1252,TGCC,ACT,8207,834.300000,6847100.100000,161476524.410000,0.0424030683
0271258,027,1258,AKDITAL,ACT,1965,1119.000000,2198835.000000,161476524.410000,0.0136170568
0271271,027,1271,CMGP GROUP,ACT,4174,376.000000,1569424.000000,161476524.410000,0.0097192084
0271275,027,1275,VICENNE,ACT,800,420.000000,336000.000000,161476524.410000,0.0020807978
0271276,027,1276,CASH PLUS,ACT,736,290.000000,213440.000000,161476524.410000,0.0013218020
0271278,027,1278,SGTM,ACT,2258,835.000000,1885430.000000,161476524.410000,0.0116761864
027201554,027,201554,BDT du 16/07/2020 à 3% ATYP 20/01/2020 15 ans,OBL,60,100787.010000,6047220.600000,161476524.410000,0.0374495341
027201631,027,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,90,97969.400000,8817246.000000,161476524.410000,0.0546038877
027201792,027,201792,BDT du 16/01/2023 atp  a 4.20%  10 ans,OBL,23,110402.310000,2539253.130000,161476524.410000,0.0157252154
027201808,027,201808,BDT DU 20/03/2023 à 4.90% 15 ans,OBL,156,119318.130000,18613628.280000,161476524.410000,0.1152714201
027201837,027,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,73,108473.110000,7918537.030000,161476524.410000,0.0490383172
0275106,027,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,58,32551.560000,1887990.480000,161476524.410000,0.0116920431
0275116,027,5116,OBLIGATION A1 MIFTTAH 11/06/2021 12 ANS AMORT,OBL,86,55969.610000,4813386.460000,161476524.410000,0.0298085835
02780129,027,80129,Droit d ' Attribution BOA 1/48  2025,ACT,15,4.350000,65.250000,161476524.410000,0.0000004041
0279300,027,9300,OBL SUBORD CDM du 21/12/2016 à 3.13% REVISABLE 10 ANS,OBL,20,100383.180000,2007663.600000,161476524.410000,0.0124331608
0279395,027,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B,OBL,94,61843.000000,5813242.000000,161476524.410000,0.0360005395
0279411,027,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,34,104064.870000,3538205.580000,161476524.410000,0.0219115787
0279425,027,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,29,100108.670000,2903151.430000,161476524.410000,0.0179787832
0279523,027,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,48,98933.120000,4748789.760000,161476524.410000,0.0294085458
0279644,027,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS,OBL,26,102621.920000,2668169.920000,161476524.410000,0.0165235778
0291001,029,1001,SONASID,ACT,3614,1985.000000,7173790.000000,645625008.130000,0.0111113880
0291006,029,1006,SMI,ACT,1074,5300.000000,5692200.000000,645625008.130000,0.0088165730
0291035,029,1035,CREDIT EQDOM,ACT,3241,1380.000000,4472580.000000,645625008.130000,0.0069275198
0291036,029,1036,SOCIETE DE BOISSONS DU MAROC,ACT,1349,2209.000000,2979941.000000,645625008.130000,0.0046155910
0291038,029,1038,CDM,ACT,10199,1040.000000,10606960.000000,645625008.130000,0.0164289795
0291050,029,1050,CIMENTS DU MAROC,ACT,17726,1737.000000,30790062.000000,645625008.130000,0.0476903181
0291080,029,1080,SAMIR,ACT,4782,0.000000,0.000000,645625008.130000,0.0000000000
0291081,029,1081,BMCI,ACT,11728,629.000000,7376912.000000,645625008.130000,0.0114260010
0291092,029,1092,WAFA ASSURANCE,ACT,7689,4900.000000,37676100.000000,645625008.130000,0.0583560109
0291095,029,1095,AFRIQUIA GAZ,ACT,2214,4099.000000,9075186.000000,645625008.130000,0.0140564351
0291096,029,1096,AUTO-HALL,ACT,10983,90.210000,990776.430000,645625008.130000,0.0015346005
0291105,029,1105,MANAGEM,ACT,6150,7550.000000,46432500.000000,645625008.130000,0.0719186825
0291145,029,1145,CIH,ACT,50493,400.000000,20197200.000000,645625008.130000,0.0312831748
0291146,029,1146,RISMA,ACT,7258,370.000000,2685460.000000,645625008.130000,0.0041594733
0291148,029,1148,ITISSALAT AL MAGHRIB,ACT,425274,106.850000,45440526.900000,645625008.130000,0.0703822286
0291151,029,1151,ADDOHA,ACT,312117,29.900000,9332298.300000,645625008.130000,0.0144546729
0291167,029,1167,M2M,ACT,15,467.950000,7019.250000,645625008.130000,0.0000108720
0291171,029,1171,ATLANTASANAD,ACT,12391,135.000000,1672785.000000,645625008.130000,0.0025909545
0291172,029,1172,SNEP,ACT,3193,458.000000,1462394.000000,645625008.130000,0.0022650826
0291179,029,1179,CMT,ACT,2921,2100.000000,6134100.000000,645625008.130000,0.0095010260
0291180,029,1180,LABEL VIE,ACT,6176,4280.000000,26433280.000000,645625008.130000,0.0409421563
0291181,029,1181,ALLIANCES,ACT,19219,498.000000,9571062.000000,645625008.130000,0.0148244908
0291185,029,1185,DELTA HOLDING,ACT,51822,68.000000,3523896.000000,645625008.130000,0.0054581157
0291188,029,1188,BCP,ACT,124992,270.000000,33747840.000000,645625008.130000,0.0522715811
0291194,029,1194,ENNAKL,ACT,21874,50.100000,1095887.400000,645625008.130000,0.0016974054
0291203,029,1203,LESIEUR,ACT,42344,344.950000,14606562.800000,645625008.130000,0.0226239111
0291208,029,1208,JET CONTRACTORS,ACT,1605,2600.000000,4173000.000000,645625008.130000,0.0064635043
0291210,029,1210,S2M,ACT,414,556.000000,230184.000000,645625008.130000,0.0003565289
0291220,029,1220,TAQA MOROCCO,ACT,1536,1945.000000,2987520.000000,645625008.130000,0.0046273300
0291224,029,1224,COSUMAR,ACT,120138,202.950000,24382007.100000,645625008.130000,0.0377649670
0291226,029,1226,TOTALENERGIES MARKETING MAROC,ACT,9485,1598.000000,15157030.000000,645625008.130000,0.0234765225
0291231,029,1231,SODEP-MARSA MAROC,ACT,66858,901.000000,60239058.000000,645625008.130000,0.0933034769
0291232,029,1232,LAFARGE-HOLCIM MAROC,ACT,11312,1799.000000,20350288.000000,645625008.130000,0.0315202908
0291238,029,1238,IMMORENT INVEST,ACT,9960,91.500000,911340.000000,645625008.130000,0.0014115624
0291239,029,1239,MUTANDIS,ACT,19759,244.850000,4837991.150000,645625008.130000,0.0074935002
